model,clr,m,t,N,S,area,extinct
207,green,5,480,98,35,336.7437163365142,False
207,green,5,500,882,36,503.54589135278724,False
207,green,5,520,144,39,506.7289923979942,False
207,green,5,540,7,7,269.96238309745627,False
207,green,5,560,5,4,5.8583746499481695,False
207,green,5,580,75,31,47.061953661529536,False
207,green,5,600,4,4,12.806788934160373,False
207,green,5,620,55,17,119.76590121858796,False
207,green,5,640,213,37,242.98831026844587,False
207,green,5,660,21,16,37.50870370563356,False
207,green,5,680,39,24,14.780650693805606,False
207,green,5,700,17,11,40.40177364832871,False
207,green,5,720,19,9,1.6150271410050052,False
207,green,5,740,143,28,29.07512134869446,False
207,green,5,760,74,20,33.94336903443728,False
207,green,5,780,134,18,63.898374061486166,False
207,green,5,800,80,36,38.62132562750288,False
207,green,5,820,138,44,127.64143693706143,False
207,green,5,840,45,22,126.83003624263002,False
207,green,5,856,0,0,0,True
208,purple,10,20,634,75,36.58681218230141,False
208,purple,10,40,1367,86,152.07274643071358,False
208,purple,10,60,166,68,192.02613161267658,False
208,purple,10,80,83,49,245.68107006419547,False
208,purple,10,100,386,48,326.8542490884399,False
208,purple,10,120,46,35,219.84589183931143,False
208,purple,10,140,10,10,68.76904837736052,False
208,purple,10,142,0,0,0,True
209,blue,7,20,114,50,56.60644443478507,False
209,blue,7,40,249,48,221.38543440196472,False
209,blue,7,60,218,51,313.1991798450416,False
209,blue,7,80,8,8,156.36513501561288,False
209,blue,7,100,36,18,59.40542269308578,False
209,blue,7,111,0,0,0,True
210,lawngreen,4,20,47,38,61.52228695985309,False
210,lawngreen,4,40,13,13,38.132826042697616,False
210,lawngreen,4,60,90,15,12.377997446362007,False
210,lawngreen,4,80,12,9,25.121455571100437,False
210,lawngreen,4,100,7,5,38.304903524613216,False
210,lawngreen,4,120,7,6,3.299330760670678,False
210,lawngreen,4,140,16,13,7.783583374869527,False
210,lawngreen,4,155,0,0,0,True
211,darkred,0,20,2827,100,133.8224957173513,False
211,darkred,0,40,1521,99,195.43411319024412,False
211,darkred,0,60,6259,96,228.1661339208149,False
211,darkred,0,80,93,54,213.9784458856499,False
211,darkred,0,100,122,22,181.3708165442488,False
211,darkred,0,120,162,14,164.57087775688615,False
211,darkred,0,140,218,12,215.21200965248443,False
211,darkred,0,160,11,5,119.60827625712122,False
211,darkred,0,180,1,1,0.0,False
211,darkred,0,188,0,0,0,True
212,green,5,20,816,92,42.78526979897871,False
212,green,5,40,70,37,69.23066318214893,False
212,green,5,60,37,22,112.1907676110308,False
212,green,5,80,4,4,47.48014467958044,False
212,green,5,100,12,12,16.9466819429084,False
212,green,5,120,6,6,33.67697282910369,False
212,green,5,140,44,20,88.07428094087021,False
212,green,5,156,0,0,0,True
213,darkred,0,20,20,16,22.82617061083591,False
213,darkred,0,40,2,2,0.014376495888527232,False
213,darkred,0,42,0,0,0,True
214,blueviolet,8,20,63,48,36.109202325213055,False
214,blueviolet,8,40,65,33,103.54595358670667,False
214,blueviolet,8,60,8,6,2.5708839734422697,False
214,blueviolet,8,80,330,44,37.422944734275596,False
214,blueviolet,8,100,15,9,17.082353314191796,False
214,blueviolet,8,120,273,39,56.06541932112337,False
214,blueviolet,8,140,76,25,67.86491489034508,False
214,blueviolet,8,160,42,19,12.901877651624423,False
214,blueviolet,8,180,182,28,39.53573474639737,False
214,blueviolet,8,200,15,15,29.28978285498002,False
214,blueviolet,8,220,16,14,99.40237525987315,False
214,blueviolet,8,240,38,13,85.34114121531154,False
214,blueviolet,8,260,20,19,58.423852659354836,False
214,blueviolet,8,280,101,38,89.56905003819918,False
214,blueviolet,8,300,2074,67,150.12166901159117,False
214,blueviolet,8,320,5745,64,264.88628308075266,False
214,blueviolet,8,340,617,57,305.345269420187,False
214,blueviolet,8,360,52,18,257.1471489209256,False
214,blueviolet,8,380,74,26,259.35353908869257,False
214,blueviolet,8,400,44,33,314.73737002531,False
214,blueviolet,8,420,70,27,281.82847448823594,False
214,blueviolet,8,440,88,36,200.7163942457108,False
214,blueviolet,8,460,391,43,306.0823591462206,False
214,blueviolet,8,480,327,48,434.86000487404993,False
214,blueviolet,8,500,405,61,543.749596081007,False
214,blueviolet,8,520,81,40,535.1468138918236,False
214,blueviolet,8,540,33,31,437.10810575360506,False
214,blueviolet,8,560,145,41,379.64779278882634,False
214,blueviolet,8,580,37,26,348.9804878321489,False
214,blueviolet,8,600,77,22,461.6154969593596,False
214,blueviolet,8,620,165,45,531.0175221322057,False
214,blueviolet,8,640,161,33,493.7532382437309,False
214,blueviolet,8,660,89,46,560.6998491906992,False
214,blueviolet,8,680,93,26,564.7763243961547,False
214,blueviolet,8,700,47,27,476.5751709817156,False
214,blueviolet,8,720,58,33,451.1105975740324,False
214,blueviolet,8,740,34,19,477.2846949518682,False
214,blueviolet,8,760,35,30,112.52342896738784,False
214,blueviolet,8,780,13,12,135.2363905362657,False
214,blueviolet,8,800,34,22,221.01287104591844,False
214,blueviolet,8,820,28,14,162.29078708853794,False
214,blueviolet,8,840,23,18,75.59778461801154,False
214,blueviolet,8,860,76,40,149.73031610116507,False
214,blueviolet,8,880,9,9,0.0,False
214,blueviolet,8,900,40,22,72.87530061041687,False
214,blueviolet,8,920,13,10,67.79057547372564,False
214,blueviolet,8,940,79,20,102.3912308539388,False
214,blueviolet,8,960,39,32,68.21615899161411,False
214,blueviolet,8,980,2,2,3.578726995216111,False
214,blueviolet,8,1000,20,19,29.293734792770064,False
214,blueviolet,8,1020,10,10,8.868954278934906,False
214,blueviolet,8,1027,0,0,0,True
215,darkred,0,20,39,35,72.20747607089052,False
215,darkred,0,40,16,4,17.431283348834313,False
215,darkred,0,60,30,4,49.71599826428231,False
215,darkred,0,75,0,0,0,True
216,lawngreen,4,20,75,37,68.50068484175291,False
216,lawngreen,4,40,0,0,0,True
217,purple,10,20,624,97,68.79355405102142,False
217,purple,10,40,194,56,105.31551484817166,False
217,purple,10,60,74,37,113.07220461460842,False
217,purple,10,80,140,39,168.60305129158778,False
217,purple,10,100,203,38,130.1695393431586,False
217,purple,10,120,1073,80,240.72462382658352,False
217,purple,10,140,18,17,220.9190368419478,False
217,purple,10,160,20,4,149.4443944645807,False
217,purple,10,180,83,37,48.206098497343376,False
217,purple,10,200,1330,74,213.25931374048875,False
217,purple,10,220,580,72,337.03403716885566,False
217,purple,10,240,47,24,230.91046572082493,False
217,purple,10,260,118,41,178.3997051254542,False
217,purple,10,280,29,23,300.52763346950604,False
217,purple,10,300,222,39,287.9209458508296,False
217,purple,10,320,68,41,344.9279005527837,False
217,purple,10,340,328,57,414.1426287204305,False
217,purple,10,360,214,45,500.4189874352444,False
217,purple,10,380,182,50,507.74405241284086,False
217,purple,10,400,62,22,437.9221215240353,False
217,purple,10,420,51,31,496.27444132491644,False
217,purple,10,440,56,44,537.84870940474,False
217,purple,10,460,11,10,353.28428836142456,False
217,purple,10,480,32,20,244.9166720981026,False
217,purple,10,500,43,13,197.4563772157753,False
217,purple,10,520,10,7,4.8482001493398235,False
217,purple,10,540,18,15,13.03604516689228,False
217,purple,10,560,73,34,19.74570710270223,False
217,purple,10,580,17,7,0.9543337682693542,False
217,purple,10,600,57,30,13.132962357724022,False
217,purple,10,620,43,35,18.438211020345392,False
217,purple,10,640,153,63,55.689003323827464,False
217,purple,10,660,145,42,71.66885429632613,False
217,purple,10,680,416,57,180.26442664305208,False
217,purple,10,700,22,20,92.7395368446995,False
217,purple,10,720,18,12,72.08428365281235,False
217,purple,10,740,28,14,13.042182279173135,False
217,purple,10,760,61,39,65.48866766257102,False
217,purple,10,780,107,37,96.38369064848419,False
217,purple,10,800,56,24,10.736821464767724,False
217,purple,10,820,77,34,56.33714662994812,False
217,purple,10,840,335,34,77.8071481005071,False
217,purple,10,860,68,18,96.51985968859229,False
217,purple,10,880,59,38,128.67953185380853,False
217,purple,10,900,141,35,224.5668851660571,False
217,purple,10,920,41,23,235.16548444613525,False
217,purple,10,940,19,14,207.95900328273183,False
217,purple,10,960,38,29,160.5438134798874,False
217,purple,10,980,76,44,267.1971526085912,False
217,purple,10,1000,25,20,202.74419743173178,False
217,purple,10,1020,8,7,119.47595185020151,False
217,purple,10,1040,12,11,12.370604754306225,False
217,purple,10,1060,52,40,21.996003613322667,False
217,purple,10,1080,42,29,77.35216513410309,False
217,purple,10,1100,72,42,122.59772527886186,False
217,purple,10,1120,82,42,125.25128683678541,False
217,purple,10,1140,16,15,60.22887846195459,False
217,purple,10,1156,0,0,0,True
218,deepskyblue,6,20,901,98,19.642520878683808,False
218,deepskyblue,6,40,2850,97,138.19408395277546,False
218,deepskyblue,6,60,1037,97,183.40076057094277,False
218,deepskyblue,6,80,1491,94,344.7042966934466,False
218,deepskyblue,6,100,594,72,346.5969665708712,False
218,deepskyblue,6,120,866,69,476.7230128032642,False
218,deepskyblue,6,140,51,30,232.83838874973284,False
218,deepskyblue,6,160,47,29,284.5864599803541,False
218,deepskyblue,6,180,1050,43,484.03383682734477,False
218,deepskyblue,6,200,43,20,270.1435397522354,False
218,deepskyblue,6,220,32,22,295.51941672825944,False
218,deepskyblue,6,240,42,28,237.56426056067025,False
218,deepskyblue,6,260,16,15,127.1952640042593,False
218,deepskyblue,6,280,4,4,0.7870983823160609,False
218,deepskyblue,6,282,0,0,0,True
219,deepskyblue,6,20,108,36,63.678727051772654,False
219,deepskyblue,6,40,387,44,146.26050342598833,False
219,deepskyblue,6,60,634,48,235.86334628042968,False
219,deepskyblue,6,80,218,54,273.58233063327884,False
219,deepskyblue,6,100,92,20,222.28343696310748,False
219,deepskyblue,6,120,20,13,140.87042847261523,False
219,deepskyblue,6,139,0,0,0,True
220,darkred,0,20,526,83,30.140999649228544,False
220,darkred,0,40,38,27,56.81106641631182,False
220,darkred,0,60,1,1,0.0,False
220,darkred,0,73,0,0,0,True
221,yellow,3,20,2,2,0.010257965626914214,False
221,yellow,3,40,12,12,24.06072177774646,False
221,yellow,3,45,0,0,0,True
222,green,5,20,100,57,55.19493437371887,False
222,green,5,40,67,33,124.70854692237727,False
222,green,5,60,4,3,55.003536571043476,False
222,green,5,65,0,0,0,True
223,darkred,1,20,48,24,55.00218408433311,False
223,darkred,1,40,28,7,56.404337019489155,False
223,darkred,1,58,0,0,0,True
224,deepskyblue,6,20,39,25,26.815428555764544,False
224,deepskyblue,6,40,41,26,44.59609677603015,False
224,deepskyblue,6,60,20,10,35.8251193451515,False
224,deepskyblue,6,78,0,0,0,True
225,lawngreen,4,20,7,7,35.79514968184572,False
225,lawngreen,4,40,9,9,57.5582590245818,False
225,lawngreen,4,60,18,17,71.41808505849065,False
225,lawngreen,4,80,6,4,15.839192416744575,False
225,lawngreen,4,84,0,0,0,True
226,green,5,20,1091,97,71.07233925644387,False
226,green,5,40,5206,98,117.40779866462324,False
226,green,5,60,747,93,190.06570308995592,False
226,green,5,80,1089,92,337.84524621405035,False
226,green,5,100,166,45,299.6863471180311,False
226,green,5,120,114,44,430.128878525997,False
226,green,5,140,4,4,50.96993577318471,False
226,green,5,143,0,0,0,True
227,lawngreen,4,20,224,79,95.43082476506726,False
227,lawngreen,4,40,24,20,101.44827071560056,False
227,lawngreen,4,60,26,13,0.0011151998435451412,False
227,lawngreen,4,80,0,0,0,True
228,yellow,3,20,1424,95,76.34540530396964,False
228,yellow,3,37,0,0,0,True
229,blueviolet,8,20,868,95,114.22966575294934,False
229,blueviolet,8,40,2040,87,255.99823899155638,False
229,blueviolet,8,60,1491,75,268.63756929030677,False
229,blueviolet,8,80,6890,77,459.38410510158695,False
229,blueviolet,8,100,2440,79,496.2122118554658,False
229,blueviolet,8,120,485,63,468.31142578635246,False
229,blueviolet,8,140,386,56,502.08846125790734,False
229,blueviolet,8,160,67,23,399.8353555737682,False
229,blueviolet,8,180,10,10,184.11437497248014,False
229,blueviolet,8,200,15,10,41.3521979681993,False
229,blueviolet,8,220,18,16,70.98357173259934,False
229,blueviolet,8,240,16,14,4.004884374975178,False
229,blueviolet,8,260,27,22,3.9005764650815773,False
229,blueviolet,8,280,88,27,47.1175480298876,False
229,blueviolet,8,300,9,9,0.0,False
229,blueviolet,8,320,67,29,21.14416048404493,False
229,blueviolet,8,340,92,39,70.17234721771318,False
229,blueviolet,8,360,39,26,108.51332820785521,False
229,blueviolet,8,380,6,5,19.627926286145716,False
229,blueviolet,8,400,12,11,16.811959827223696,False
229,blueviolet,8,420,39,31,63.59130228158659,False
229,blueviolet,8,440,16,15,27.51843944180052,False
229,blueviolet,8,460,15,9,0.0,False
229,blueviolet,8,480,34,24,49.854884669852396,False
229,blueviolet,8,500,54,39,76.19124036236988,False
229,blueviolet,8,520,12,9,7.686991922574405,False
229,blueviolet,8,540,26,21,51.624749782849634,False
229,blueviolet,8,560,116,42,66.92900181469253,False
229,blueviolet,8,580,56,30,107.6568097447272,False
229,blueviolet,8,600,54,37,128.51657609761926,False
229,blueviolet,8,620,60,48,52.661529884548955,False
229,blueviolet,8,640,411,64,221.15523007524865,False
229,blueviolet,8,660,183,69,335.23797093422877,False
229,blueviolet,8,680,32,19,178.364231671417,False
229,blueviolet,8,700,10,7,43.99762472960473,False
229,blueviolet,8,707,0,0,0,True
230,lawngreen,4,20,99,60,99.63091516244275,False
230,lawngreen,4,40,11,10,20.176202814465128,False
230,lawngreen,4,60,3,3,0.02887777244937017,False
230,lawngreen,4,80,3,3,0.0,False
230,lawngreen,4,100,28,16,6.991647310257864,False
230,lawngreen,4,120,75,10,11.691034937009132,False
230,lawngreen,4,140,16,12,12.986637686943943,False
230,lawngreen,4,160,21,11,3.2377526647887898,False
230,lawngreen,4,180,44,31,35.087539272651455,False
230,lawngreen,4,200,65,40,73.08545868791542,False
230,lawngreen,4,220,27,14,60.313849069941,False
230,lawngreen,4,240,27,17,67.73395685596397,False
230,lawngreen,4,260,273,34,257.31128910065144,False
230,lawngreen,4,280,63,22,237.97946646187336,False
230,lawngreen,4,300,12,8,73.21310353201847,False
230,lawngreen,4,320,14,11,69.56959494606691,False
230,lawngreen,4,340,60,10,69.218558151256,False
230,lawngreen,4,355,0,0,0,True
231,purple,10,20,290,94,90.54341994028181,False
231,purple,10,40,128,40,91.96972473012454,False
231,purple,10,60,257,49,200.57066428005643,False
231,purple,10,80,8,1,0.002503974816281778,False
231,purple,10,100,154,7,22.11148766838188,False
231,purple,10,120,85,24,51.047119592644435,False
231,purple,10,140,57,21,64.34722235090092,False
231,purple,10,160,261,42,114.64159566023987,False
231,purple,10,180,77,42,296.1879714500675,False
231,purple,10,200,43,37,388.9524870189574,False
231,purple,10,220,28,22,380.2496182484468,False
231,purple,10,240,27,20,288.3987966741527,False
231,purple,10,254,0,0,0,True
232,darkred,1,20,590,95,89.55976019591326,False
232,darkred,1,40,295,59,99.73366024869647,False
232,darkred,1,60,84,40,135.94026617987498,False
232,darkred,1,80,170,29,165.03597602113547,False
232,darkred,1,100,341,27,262.6518875620089,False
232,darkred,1,120,472,28,388.5736789068037,False
232,darkred,1,140,270,21,378.00260732843753,False
232,darkred,1,160,14,11,320.6426207781835,False
232,darkred,1,180,9,5,186.34151780032815,False
232,darkred,1,200,6,6,20.065679339170874,False
232,darkred,1,220,4,3,4.424073032161268,False
232,darkred,1,240,4,2,2.8147025160458,False
232,darkred,1,260,4,4,1.3071104763256938,False
232,darkred,1,280,16,4,0.45371059647360357,False
232,darkred,1,300,2,2,0.047850409474783494,False
232,darkred,1,310,0,0,0,True
233,deepskyblue,6,20,67,40,39.27812153943934,False
233,deepskyblue,6,40,509,33,160.00964257889282,False
233,deepskyblue,6,60,20,13,47.24803656696197,False
233,deepskyblue,6,63,0,0,0,True
234,green,5,20,3817,100,145.5100751195591,False
234,green,5,40,10968,101,271.9778914233682,False
234,green,5,60,1200,98,330.4770416734037,False
234,green,5,80,2076,95,395.32482878900515,False
234,green,5,100,256,81,419.81578429264323,False
234,green,5,120,436,74,386.4909546877708,False
234,green,5,140,39,15,361.71348288962275,False
234,green,5,160,5,4,20.70274280851474,False
234,green,5,165,0,0,0,True
235,orange,2,20,276,89,20.534533245083587,False
235,orange,2,40,3,3,1.0818447644524294,False
235,orange,2,45,0,0,0,True
236,lawngreen,4,20,67,46,56.49135895172203,False
236,lawngreen,4,40,3,3,17.627370251511227,False
236,lawngreen,4,60,45,9,40.53443374824792,False
236,lawngreen,4,80,16,9,36.51741215031022,False
236,lawngreen,4,100,6,6,0.0,False
236,lawngreen,4,120,10,9,5.64945840668505,False
236,lawngreen,4,140,30,11,15.10267585402963,False
236,lawngreen,4,160,2,2,4.202055171851991,False
236,lawngreen,4,180,3,3,1.764369410507749,False
236,lawngreen,4,187,0,0,0,True
237,blueviolet,8,20,150,68,29.636219577444706,False
237,blueviolet,8,40,60,32,35.06447121749101,False
237,blueviolet,8,60,91,41,64.71691555241846,False
237,blueviolet,8,80,67,12,37.69075054744245,False
237,blueviolet,8,100,96,32,72.71141142572812,False
237,blueviolet,8,120,190,38,79.39951840165362,False
237,blueviolet,8,140,127,46,154.74371499148606,False
237,blueviolet,8,160,4,4,16.241826603383643,False
237,blueviolet,8,180,25,10,23.016002808425824,False
237,blueviolet,8,200,12,11,19.649465776465668,False
237,blueviolet,8,220,51,30,71.32624821718744,False
237,blueviolet,8,240,12,9,23.073774861275858,False
237,blueviolet,8,260,23,12,38.05478311401758,False
237,blueviolet,8,280,17,11,9.50840176836396,False
237,blueviolet,8,300,81,37,20.720624553379054,False
237,blueviolet,8,320,50,31,102.96732717365838,False
237,blueviolet,8,340,19,12,106.46674462814786,False
237,blueviolet,8,360,15,8,0.0,False
237,blueviolet,8,380,66,31,15.432390730345377,False
237,blueviolet,8,400,46,22,6.202635125554518,False
237,blueviolet,8,420,92,25,46.253893662351814,False
237,blueviolet,8,440,24,16,15.700362001154422,False
237,blueviolet,8,460,41,19,43.55177506916089,False
237,blueviolet,8,480,37,23,32.24437727247525,False
237,blueviolet,8,500,130,43,114.71682960614399,False
237,blueviolet,8,520,33,30,133.34241085797467,False
237,blueviolet,8,540,113,37,191.8448625313147,False
237,blueviolet,8,560,182,42,204.07059615541652,False
237,blueviolet,8,580,159,38,295.88384860805456,False
237,blueviolet,8,600,2,2,74.94795424002602,False
237,blueviolet,8,620,267,31,140.25672865950426,False
237,blueviolet,8,640,1393,66,209.97728402331288,False
237,blueviolet,8,660,108,42,250.59315283736555,False
237,blueviolet,8,680,24,20,30.921584152643213,False
237,blueviolet,8,700,14,9,14.814957772955424,False
237,blueviolet,8,720,237,37,39.93230235748514,False
237,blueviolet,8,740,73,18,44.275886020912,False
237,blueviolet,8,760,36,30,73.63807072327762,False
237,blueviolet,8,780,11,7,36.9222423791197,False
237,blueviolet,8,800,136,44,24.154043203831495,False
237,blueviolet,8,820,889,71,98.05642980817133,False
237,blueviolet,8,840,728,64,224.49539907626087,False
237,blueviolet,8,860,27,20,152.75088588628105,False
237,blueviolet,8,880,55,21,159.09888195070465,False
237,blueviolet,8,900,25,17,205.75664389722752,False
237,blueviolet,8,920,31,22,50.415874078912644,False
237,blueviolet,8,940,8,7,4.162355456216377,False
237,blueviolet,8,960,44,26,22.04698717980285,False
237,blueviolet,8,980,17,13,39.871649602257186,False
237,blueviolet,8,1000,1,1,0.0,False
237,blueviolet,8,1004,0,0,0,True
238,green,5,20,83,26,24.389889725566235,False
238,green,5,40,8,7,5.864702481527295,False
238,green,5,60,21,15,13.101722377698632,False
238,green,5,80,17,14,6.958490329484752,False
238,green,5,100,4,3,4.217412228083846,False
238,green,5,120,34,22,16.482824996163963,False
238,green,5,140,30,18,11.915026594426838,False
238,green,5,160,44,22,70.02738578084033,False
238,green,5,180,15,14,26.168355414586085,False
238,green,5,200,1,1,0.0,False
238,green,5,220,22,9,13.883803290438406,False
238,green,5,240,22,17,23.365510847604643,False
238,green,5,260,0,0,0,True
239,deepskyblue,6,20,92,62,89.0458621099019,False
239,deepskyblue,6,40,28,17,96.15126835523346,False
239,deepskyblue,6,60,31,17,25.148340479423805,False
239,deepskyblue,6,80,69,20,52.472442849599474,False
239,deepskyblue,6,100,61,25,36.851360046338094,False
239,deepskyblue,6,120,27,20,72.13086820945097,False
239,deepskyblue,6,140,701,46,139.6609265371227,False
239,deepskyblue,6,160,314,33,252.74830497643435,False
239,deepskyblue,6,180,185,27,323.81800325958227,False
239,deepskyblue,6,200,221,44,400.66487581171043,False
239,deepskyblue,6,220,36,21,417.9843110692764,False
239,deepskyblue,6,240,30,22,224.82722557630635,False
239,deepskyblue,6,260,86,35,311.05508531672535,False
239,deepskyblue,6,280,19,17,261.58505271288493,False
239,deepskyblue,6,300,87,33,121.65789305140795,False
239,deepskyblue,6,320,40,27,56.80422330886169,False
239,deepskyblue,6,340,5,3,6.097129099699721,False
239,deepskyblue,6,360,44,26,24.652086959326827,False
239,deepskyblue,6,380,50,28,122.58867203120445,False
239,deepskyblue,6,400,204,40,199.44711065960064,False
239,deepskyblue,6,420,34,19,174.40012866978697,False
239,deepskyblue,6,440,17,10,118.92364091312064,False
239,deepskyblue,6,460,12,9,96.53878491103109,False
239,deepskyblue,6,468,0,0,0,True
240,yellow,3,20,24,15,20.128912491516665,False
240,yellow,3,40,13,10,38.57021868212531,False
240,yellow,3,60,15,10,27.117450730293985,False
240,yellow,3,80,11,9,13.23370153544874,False
240,yellow,3,100,99,17,98.19791971378869,False
240,yellow,3,120,9,7,20.443586455916986,False
240,yellow,3,140,26,7,10.966061380687307,False
240,yellow,3,160,44,12,21.64722998644899,False
240,yellow,3,180,5,3,3.0077698756181594,False
240,yellow,3,200,6,5,6.877372031747169,False
240,yellow,3,220,6,4,0.1851315345604363,False
240,yellow,3,240,14,2,0.7374559873565315,False
240,yellow,3,260,13,9,5.446089719318425,False
240,yellow,3,280,191,14,71.00979090813529,False
240,yellow,3,300,342,27,78.59803178716332,False
240,yellow,3,320,10,8,42.175242338792174,False
240,yellow,3,340,7,4,1.069237231308949,False
240,yellow,3,360,12,9,20.22291802704222,False
240,yellow,3,380,4,4,0.0,False
240,yellow,3,400,66,17,41.03055194934776,False
240,yellow,3,420,44,18,33.09862213847641,False
240,yellow,3,440,88,20,80.67614444137324,False
240,yellow,3,460,31,13,91.66360100756211,False
240,yellow,3,480,3,3,66.39535859730633,False
240,yellow,3,500,4,4,9.072398728542895,False
240,yellow,3,520,36,23,48.12491502937439,False
240,yellow,3,540,84,19,107.2400339379898,False
240,yellow,3,560,223,32,184.58838647874714,False
240,yellow,3,580,170,20,243.90135280372544,False
240,yellow,3,600,384,21,399.1376367821605,False
240,yellow,3,620,21,5,19.603376567416753,False
240,yellow,3,640,15,8,42.82998238762899,False
240,yellow,3,660,2,1,0.0,False
240,yellow,3,680,11,8,0.9857784770257079,False
240,yellow,3,685,0,0,0,True
241,lawngreen,4,20,461,90,54.34458503538849,False
241,lawngreen,4,40,127,42,98.03368171535791,False
241,lawngreen,4,60,10,8,54.538595312736376,False
241,lawngreen,4,80,25,17,95.89588998415137,False
241,lawngreen,4,100,265,20,79.53596993857613,False
241,lawngreen,4,120,44,15,187.76303649626155,False
241,lawngreen,4,140,84,36,332.61245552011826,False
241,lawngreen,4,160,133,25,234.26417126873454,False
241,lawngreen,4,180,428,28,405.86573491200716,False
241,lawngreen,4,200,171,35,495.7130158264868,False
241,lawngreen,4,220,18,15,318.5002073801266,False
241,lawngreen,4,240,20,13,259.1574458793529,False
241,lawngreen,4,260,12,8,96.28829233100289,False
241,lawngreen,4,279,0,0,0,True
242,purple,9,20,355,83,68.50524674879713,False
242,purple,9,40,23,15,22.410418756087715,False
242,purple,9,60,131,39,120.12460121965539,False
242,purple,9,80,38,28,147.80136018069533,False
242,purple,9,100,49,37,139.03139713008875,False
242,purple,9,120,22,18,142.0514497352565,False
242,purple,9,140,107,28,2.214690043000988,False
242,purple,9,160,7,6,18.675976314581796,False
242,purple,9,180,37,18,0.24512092946483638,False
242,purple,9,200,2,2,3.320642232921333,False
242,purple,9,220,41,15,29.426024638330002,False
242,purple,9,240,42,19,23.620226694473864,False
242,purple,9,260,27,25,43.026197960657925,False
242,purple,9,280,39,26,50.78311076922695,False
242,purple,9,300,100,32,136.58699964194327,False
242,purple,9,320,21,18,92.23460815995888,False
242,purple,9,340,79,21,86.73358431129246,False
242,purple,9,360,22,20,22.253328993522565,False
242,purple,9,380,32,18,35.90054944594995,False
242,purple,9,400,4,2,5.837931135320024,False
242,purple,9,420,114,16,25.58282088329393,False
242,purple,9,440,49,28,66.46242430944406,False
242,purple,9,460,10,3,7.822377706233639,False
242,purple,9,480,108,53,80.50651556188996,False
242,purple,9,500,89,44,221.35895291168313,False
242,purple,9,520,179,64,394.7640575802345,False
242,purple,9,540,39,31,359.0647994782683,False
242,purple,9,560,134,36,332.18970011001636,False
242,purple,9,580,8,7,145.11296255378366,False
242,purple,9,600,24,16,37.88486865273609,False
242,purple,9,620,67,36,69.70821420769438,False
242,purple,9,640,75,28,98.8238984626915,False
242,purple,9,660,86,23,137.37754164893337,False
242,purple,9,680,24,18,47.444247126681425,False
242,purple,9,700,10,10,60.61721819729983,False
242,purple,9,702,0,0,0,True
243,deepskyblue,6,20,235,83,48.92137644149016,False
243,deepskyblue,6,40,262,73,167.37884470254343,False
243,deepskyblue,6,60,208,55,217.5183983670345,False
243,deepskyblue,6,80,6,5,106.33156021551058,False
243,deepskyblue,6,100,5,5,3.667991210434933,False
243,deepskyblue,6,112,0,0,0,True
244,purple,10,20,2316,100,102.76233664024134,False
244,purple,10,40,131,25,107.36615429958525,False
244,purple,10,60,290,51,175.2329018272579,False
244,purple,10,80,22,17,83.44976374926266,False
244,purple,10,100,35,32,39.50014528699646,False
244,purple,10,120,66,37,17.619918726355262,False
244,purple,10,140,23,18,48.77824116448965,False
244,purple,10,160,9,9,2.4676856946437047,False
244,purple,10,180,13,12,0.0002315809336408202,False
244,purple,10,200,74,46,53.78669667176943,False
244,purple,10,220,49,28,53.0678668584688,False
244,purple,10,240,12,10,8.885490017176,False
244,purple,10,260,23,17,28.21282003020605,False
244,purple,10,280,37,33,34.96455659464278,False
244,purple,10,300,30,25,10.834669161906481,False
244,purple,10,320,109,45,68.737722171135,False
244,purple,10,340,99,42,130.080054199787,False
244,purple,10,360,19,10,89.35109579397131,False
244,purple,10,366,0,0,0,True
245,lawngreen,4,20,32,20,10.087465531095193,False
245,lawngreen,4,40,125,26,67.28553901245287,False
245,lawngreen,4,60,6,6,1.9510738498483635,False
245,lawngreen,4,80,1,1,0.0,False
245,lawngreen,4,83,0,0,0,True
246,darkred,1,20,6,6,15.68242803539126,False
246,darkred,1,40,2,2,0.0,False
246,darkred,1,60,4,4,2.026689710307931,False
246,darkred,1,71,0,0,0,True
247,darkred,0,20,2883,100,102.59817197513708,False
247,darkred,0,40,2095,98,164.37554288429016,False
247,darkred,0,60,312,74,164.57641702115268,False
247,darkred,0,80,907,66,279.88030033847116,False
247,darkred,0,100,5887,64,343.6812608912144,False
247,darkred,0,120,456,55,309.1306981221352,False
247,darkred,0,140,33,23,157.1664730517631,False
247,darkred,0,159,0,0,0,True
248,lawngreen,4,20,409,73,61.945549750382106,False
248,lawngreen,4,40,1400,72,102.76625117405345,False
248,lawngreen,4,60,89,40,117.9682152460109,False
248,lawngreen,4,80,84,42,183.9406051402783,False
248,lawngreen,4,100,4,4,5.100456236535842,False
248,lawngreen,4,120,5,5,0.0,False
248,lawngreen,4,140,66,27,48.410187486142995,False
248,lawngreen,4,160,209,44,59.656596159621024,False
248,lawngreen,4,180,14,9,31.65177718959963,False
248,lawngreen,4,200,12,9,30.236796183024932,False
248,lawngreen,4,204,0,0,0,True
249,purple,9,20,200,79,62.08008505803531,False
249,purple,9,40,341,78,170.90907471994535,False
249,purple,9,60,2343,88,360.5552550966938,False
249,purple,9,80,67,48,364.39339438890994,False
249,purple,9,100,75,24,303.60910978181744,False
